author,title,date,station,url,mp3_url,story_id
Игорь Алимов,Собаки в космосе,2005-05-17,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=891&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Igor'_Alimov_-_Sobaki_v_kosmose__podlinnaja_istorija_Pchelki_i_Mushki.mp3,891
Наталья Егорова,Лиля,2005-05-20,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=893&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Natal'ja_Egorova_-_Lilja.mp3,893
Юрий Бурносов,Всё золотистое,2005-05-20,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=894&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Jurij_Burnosov_-_Vse_zolotistoe.mp3,894
Евгений Лукин,Первый отворот,2005-04-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=870&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Evgenij_Lukin_-_Pervyj_otvorot_(Dj_Edison).mp3,870
Морин Макхью,Дитя миссионера,2005-04-05,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=874&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Morin_Makh'ju_-_Ditja_missionera.mp3,874
Фредерик Пол,Переквалификация,2005-04-08,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=876&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Frederik_Pol_-_Perekvalifikacija.mp3,876
Гарри Гаррисон,Как умер старый мир,2005-04-08,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=875&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/from_rudn/Garry_Garrison_Kak_umer_stariy_mir_Energy.mp3,875
Роберт Шекли,Заметки по восприятию воображаемых различий,2005-04-12,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=878&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_Zametki_po_vosprijatiju_voobrazhaemyh_razlichij.mp3,878
Ричард Ловетт,Уравнивание,2005-04-12,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=877&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Richard_Lovett_-_Uravnivanie.mp3,877
Майкл Муркок,Волшебница безмолвной цитадели,2005-04-15,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=879&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Majkl_Murkok_-_Volshebnica_bezmolvnoj_citadeli.mp3,879
Мел Гилден,Что с Херби?,2005-04-19,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=881&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/from_rudn/Mel_Gildon_Chto_s_Herbi_Energy.mp3,881
Игорь Федоров,Маленькие зеленые нечеловечки,2005-04-19,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=880&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/from_rudn/Igor_Fedorov_Malenkiye_zeleniye_nechelovechki_Energy.mp3,880
Виктор Косенков,Моё чёрное сердце,2005-04-22,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=882&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Viktor_Kosenkov_-_Moe_chernoe_serdce.mp3,882
Уильям Тенн,Недуг,2005-04-26,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=884&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Uil'jam_Tenn_-_Nedug.mp3,884
Ален Доремье,Пора мщения,2005-04-26,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=883&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Alen_Dorem'e_-_Pora_mschenija.mp3,883
Брайан Стэблфорд,Снежок в аду,2005-04-29,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=885&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Brajan_Steblford_-_Snezhok_v_adu.mp3,885
Лестер Дель Рей,Крылья ночи,2005-05-03,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=886&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Lester_del'_Rej_-_Kryl'ja_nochi.mp3,886
Карен Андерсон,Тартесский договор,2005-03-11,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=858&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Kevin_Anderson_-_Tartesskij_dogovor.mp3,858
Ли Дуглас Брэкетт,Последние дни Шандакора,2005-03-15,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=860&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Li_Brekket_-_Poslednie_dni_Shandakora.mp3,860
Юлий Буркин,"Прости меня, милый моллюск",2005-03-18,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=862&filter=0&article=0&posits=750&sortby=20&search=,"http://mds.kallisto.ru/Jurij_Burkin_-_Prosti_menja,_milyj_molljusk.mp3",862
Алексей Толкачёв,А на Люсиновской ты мне не попадайся!,2005-03-18,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=861&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Aleksej_Tolkachjov_-_A_na_Ljusinovskoj_ty_mne_ne_popadajsja!.mp3,861
Эдвард Дансейни,Сны пророка,2005-03-22,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=865&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/hell/2005/Eduard_Danseyni_Sny_Proroka_Energy.mp3,865
Эдвард Дансейни,Бетмора,2005-03-22,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=864&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Edvard_Dansejni_-_Betmora.mp3,864
Алексей Калугин,Убирайтесь из моих снов!,2005-03-22,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=863&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Aleksej_Kalugin_-_Ubirajtes'_iz_moih_snov!.mp3,863
Фредерик Браун,Планетат - безумная планета,2005-03-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=868&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/b0/Frederik_Braun_Planetat_bezumnaya_planeta_Energy.mp3,868
Фредерик Браун,Оно и видно,2005-03-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=867&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/b0/Frederik_Braun_Ono_i_vidno_Energy.mp3,867
Фредерик Браун,Мистер десять процентов,2005-03-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=866&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Mister_Desjat'_procentov.mp3,866
Уильям Тенн,Ионийский цикл,2005-03-29,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=869&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Uil'jam_Tenn_-_Ionijskij_cikl.mp3,869
Фредерик Браун,Кукольный театр,2005-04-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=873&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Kukol'nyj_teatr_(Dj_Gabovich).mp3,873
Леонид Каганов,"Итак, хоминоиды",2005-04-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=872&filter=0&article=0&posits=750&sortby=20&search=,"http://mds.kallisto.ru/Leonid_Kaganov_-_Itak,_hominoidy_(Dj_Inkognito).mp3",872
Евгений Лукин,Седьмой кол из плетня супостата,2005-04-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=871&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/cothuk/mp3/346-Evgenij_Lukin-Sedmoj_kol_iz_pletnja_supostata_chitaet_Dj_Edison.mp3,871
Томас Диш,Благосостояние Эдвина Лолларда,2005-02-08,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=846&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Tomas_Dish_-_Blagosostojanie_Edvina_Lollarda.mp3,846
Валерия Илющенко,Наказание первой степени,2005-02-08,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=845&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Valerija_Iljuschenko_-_Nakazanie_pervoj_stepeni.mp3,845
Александр Тюрин,Судьба Кощея в киберозойскую эру,2005-02-11,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=847&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Aleksandr_Tjurin_-_Sud'ba_Koscheja_v_kiberozojskuju_eru.mp3,847
Рог Филлипс,Жёлтая пилюля,2005-02-15,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=849&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Rog_Fillips_-_Zheltaja_piljulja.mp3,849
Герд Фрей,Сердце зари,2005-02-15,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=848&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Gerd_Frej_-_Serdce_zari.mp3,848
Александр Зорич,Серый тюльпан,2005-02-18,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=850&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Aleksandr_Zorich_-_Seryj_Tjul'pan.mp3,850
Саймон Ингс,Вдвоём,2005-02-22,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=851&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Sajmon_Ings_-_Vdvoem.mp3,851
Роберт Шекли,Девушки и Наджент Миллер,2005-02-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=853&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Robert_Shekli_-_Devushki_i_Nadzhent_Miller.mp3,853
Мюррей Лейнстер,Заметки антрополога,2005-02-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=852&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/kallisto/b0/Murray_Leinster_Zametki_antropologa.mp3,852
Шейн Тортлотт,Дерево Ханой,2005-03-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=854&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Shejn_Tortlott_-_Derevo_Hanoj.mp3,854
Дэвид Барр Кертли,Приз,2005-03-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=856&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Devid_Barr_Kertli_-_Priz.mp3,856
Дон Д'Аммасса,Целитель,2005-03-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=855&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Don_D`Ammassa_-_Celitel'.mp3,855
Джеймс Шмиц,Вторая ночь лета,2005-03-08,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=857&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Dzhejms_Shmic_-_Vtoraja_noch'_leta.mp3,857
Спрэг де Камп,Свисток Гальтона,2005-03-11,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=859&filter=0&article=0&posits=750&sortby=20&search=,http://mds.kallisto.ru/Spreg_De_Kamp_-_Svistok_Gal'tona.mp3,859
Гарри Гаррисон,Трудная работа,2005-01-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=837&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Trudnaja_rabota.mp3,837
Гарри Гаррисон,Мастер на все руки,2005-01-25,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=836&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Garri_Garrison_-_Master_na_vse_ruki.mp3,836
Фредерик Браун,"Крови мне, крови!",2005-01-28,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=840&filter=0&article=0&posits=800&sortby=20&search=,"http://mds.kallisto.ru/Frederik_Braun_-_Krovi_mne,_krovi!.mp3",840
Фредерик Браун,Кошки-мышки,2005-01-28,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=839&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Frederik_Braun_-_Koshki-myshki.mp3,839
Фредерик Уоллес,Зверушка Боулдена,2005-01-28,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=838&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Flojd_Uolles_-_Zverushka_Bouldena.mp3,838
Владимир Васильев,Скромный гений подземки,2005-02-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=842&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Vladimir_Vasil'ev_-_Skromnyj_genij_podzemki.mp3,842
Алексей Корепанов,Диспетчер,2005-02-01,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=841&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Aleksej_Korepanov_-_Dispetcher.mp3,841
Роберт Шекли,"Вы что-нибудь чувствуете, когда я прикасаюсь?",2005-02-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=844&filter=0&article=0&posits=800&sortby=20&search=,"http://mds.kallisto.ru/Robert_Shekli_-_Vy_chto-nibud'_chuvstvuete,_kogda_ja_prikasajus'!.mp3",844
Пол Макоули,Вспышки,2005-02-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=843&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Pol_Makouli_-_Vspyshki.mp3,843
Леонид Каганов,Загадать желание,2004-12-30,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=735&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Leonid_Kaganov_-_Zagadat'_zhelanie.mp3,735
Харлан Эллисон,Санта Клаус против П.А.У.К.а,2004-12-31,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=823&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Harlan_Ellison_-_Santa_Klaus_protiv_P.A.U.K.A._(radio_Energy.mp3,823
Роджер Желязны,Мой пристрастный взгляд на особенности научной фантастики,2005-01-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=825&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Moj_pristrastnyj_vzgljad_na_osobennosti_.mp3,825
Артур Кларк,Безжалостное небо,2005-01-04,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=824&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Artur_Klark_-_Bezzhalostnoe_nebo.mp3,824
Юрий Нестеров,Сталинградское рождество,2005-01-07,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=828&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Jurij_Nesterov_-_Stalingradskoe_Rozhdestvo.mp3,828
Макс Олин,Грифон из золота и снега,2005-01-07,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=827&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Maks_Olin_-_Grifon_iz_zolota_i_snega.mp3,827
Алла Филиппова,Недотыкомка,2005-01-07,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=826&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Alla_Filippova_-_Nedotykomka.mp3,826
Роберт Рид,Оракулы,2005-01-11,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=829&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Rid_Robert_-_Orakuly.mp3,829
Роджер Желязны,Рука через галактику,2005-01-14,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=831&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Rodzher_Zheljazny_-_Ruka_cherez_galaktiku.mp3,831
Пол Ди Филиппо,"Говорила мне мама, не ходи",2005-01-14,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=830&filter=0&article=0&posits=800&sortby=20&search=,"http://mds.kallisto.ru/Pol_Di_Filippo_-_Govorila_mne_mama,_ne_hodi.mp3",830
Райнер Эрлер,Предыстория святого Джошуа,2005-01-18,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=833&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Rajner_Erler_-_Predystorija_Svjatogo_Dzhoshua.mp3,833
Джон Слейдек,Мальчик на паровом ходу,2005-01-18,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=832&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Dzhon_Slejdek_-_Mal'chik_na_parovom_hodu.mp3,832
Леонид Кудрявцев,День рождения кота,2005-01-21,Энергия,http://www.mds-club.ru/cgi-bin/index.cgi?r=84&lang=rus&sbr=2&user=835&filter=0&article=0&posits=800&sortby=20&search=,http://mds.kallisto.ru/Leonid_Kudrjavcev_-_Den'_rozhdenija_kota.mp3,835
